,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
113,Data Scientist,$61K-$110K (Glassdoor est.),Job Description,4.7,"Rapid Response Monitoring
4.7","Syracuse, NY","Syracuse, NY",501 to 1000 employees,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring"
114,Data Scientist,-1,Job Description,-1,Bridgerock Data,"Gainesville, FL","Gainesville, FL",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
115,Data Engineer,-1,Job Description,4.5,"NuWave Solutions
4.5",Virginia,"Mc Lean, VA",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
116,"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),Job Description,4.3,"Trilogy Ed
4.3","Houston, TX","New York, NY",1001 to 5000 employees,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack"
117,Senior Data Scientist,$200K-$275K(Employer est.),Job Description,4.2,"Gallup
4.2","Washington, DC","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company"
118,Data Engineer,$68K-$123K (Glassdoor est.),Job Description,3.9,"CapTech
3.9","Charlotte, NC","Richmond, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte"
119,Senior Data Scientist,$80K-$129K (Glassdoor est.),Job Description,3.3,"American Axle & Manufacturing
3.3","Southfield, MI","Detroit, MI",10000+ employees,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
120,Financial Data Analyst,$41K-$72K (Glassdoor est.),Job Description,4.7,"CentralReach
4.7","Matawan, NJ","Pompano Beach, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro"
121,Postdoc Scientist - T cell engineering,-1,Job Description,-1,LEAH Labs,"Rochester, MN","Rochester, MN",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
122,Senior Data Analyst,$39K-$71K (Glassdoor est.),Job Description,4.3,"Integrate
4.3","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
123,Research Scientist,$38K-$85K (Glassdoor est.),Job Description,2.9,"Boys Town Hospital
2.9","Omaha, NE","Omaha, NE",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA"
124,Data Scientist,$121K-$193K (Glassdoor est.),Job Description,4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus"
125,Data Engineer,$54K-$102K (Glassdoor est.),Job Description,3.4,"Sapphire Digital
3.4","Lyndhurst, NJ","Lyndhurst, NJ",201 to 500 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades"
126,Data Scientist,$83K-$144K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
127,Data Scientist,$120K-$160K (Glassdoor est.),Job Description,4.6,"<intent>
4.6","New York, NY","New York, NY",51 to 200 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel"
128,Data Scientist,$102K-$163K (Glassdoor est.),Job Description,3.2,"Formation
3.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
129,Data Engineer,$76K-$140K (Glassdoor est.),Job Description,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
130,Ag Data Scientist,$60K-$101K (Glassdoor est.),Job Description,4.6,"Beck's Hybrids
4.6","Atlanta, IN","Atlanta, IN",501 to 1000 employees,1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),-1
131,Data Scientist,$82K-$133K (Glassdoor est.),Job Description,2.8,"DrFirst
2.8","Rockville, MD","Rockville, MD",201 to 500 employees,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
132,Data Engineer,$65K-$125K (Glassdoor est.),Job Description,4.7,"Object Partners
4.7","Minneapolis, MN","Minneapolis, MN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)"
133,Principal Data Scientist,-1,Job Description,4.9,"Briq
4.9","Santa Barbara, CA","Santa Barbara, CA",1 to 50 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
134,Data Platform Engineer,-1,Job Description,-1,Geomagical Labs,"Mountain View, CA","Mountain View, CA",1 to 50 employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1
135,Chief Data Scientist,-1,Job Description,3.1,"Teaching Strategies, LLC
3.1","Bethesda, MD","Bethesda, MD",51 to 200 employees,1988,Company - Private,Preschool & Child Care,Education,$50 to $100 million (USD),"Frog Street Press, Scholastic"
136,Data Scientist II,$91K-$148K (Glassdoor est.),Job Description,3,"L.A. Care Health Plan
3.0","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare"
137,Senior Data Engineer,$95K-$173K (Glassdoor est.),Job Description,3.2,"Red Ventures
3.2","Charlotte, NC","Fort Mill, SC",1001 to 5000 employees,2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree"
138,Data Scientist,$77K-$124K (Glassdoor est.),Job Description,4.4,"Quick Base
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
139,Data Scientist,$80K-$135K (Glassdoor est.),Job Description,3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH","Cincinnati, OH",1001 to 5000 employees,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),-1
140,Data Engineer,$85K-$159K (Glassdoor est.),Job Description,4,"Upside Business Travel
4.0","Washington, DC","Washington, DC",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
141,Data Engineer,$80K-$105K(Employer est.),Job Description,4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust"
142,Data Analyst,$43K-$81K (Glassdoor est.),Job Description,2.3,"Synagro
2.3","Baltimore, MD","Baltimore, MD",501 to 1000 employees,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1
143,Project Scientist,$29K-$50K (Glassdoor est.),Job Description,4,"Alliance Source Testing
4.0","Alabaster, AL","Decatur, AL",51 to 200 employees,2000,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),-1
144,"Senior Data Scientist - AI Forecasting, Finance team",-1,Job Description,3.9,"Mars
3.9","Mount Olive, NJ","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
145,Data Scientist,$82K-$133K (Glassdoor est.),Job Description,3.6,"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",1001 to 5000 employees,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1
146,Data Analytics Manager,$26K-$55K (Glassdoor est.),Job Description,3.8,"Full Potential Solutions
3.8","Kansas City, MO","Kansas City, MO",501 to 1000 employees,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
147,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),Job Description,3.7,"Visa Inc.
3.7","Ashburn, VA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover"
148,Data Scientist,$60K-$102K (Glassdoor est.),Job Description,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
149,Senior Data Scientist,-1,Job Description,3.6,"My Job Tank
3.6","San Francisco, CA","New York, NY",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
150,Senior Data Scientist,$112K-$182K (Glassdoor est.),Job Description,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
151,Weapons and Sensors Engineer/Scientist â€?Entry Level,-1,Job Description,3.8,"Dynetics
3.8","Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
152,Data Scientist,$64K-$106K (Glassdoor est.),Job Description,3.2,"First Command Financial Services, Inc.
3.2","Fort Worth, TX","Fort Worth, TX",1001 to 5000 employees,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial"
153,Associate Scientist,$51K-$112K (Glassdoor est.),Job Description,2.9,"Pharmavite
2.9","Valencia, CA","West Hills, CA",1001 to 5000 employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International"
154,"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),Job Description,3.8,"BioMarin Pharmaceutical
3.8","Novato, CA","San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences"
155,Data Analyst,-1,Job Description,4.5,"ShorePoint
4.5","Reston, VA","Washington, DC",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
156,Machine Learning Engineer,$72K-$129K (Glassdoor est.),Job Description,4.3,"Stratagem Group
4.3","Aurora, CO","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
157,Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),Job Description,3.4,"PA Consulting
3.4","New York, NY","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte"
158,Data Scientist,$64K-$106K (Glassdoor est.),Job Description,4.1,"ManTech
4.1","Chantilly, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1
159,Customer Data Scientist,$118K-$189K (Glassdoor est.),Job Description,4.3,"h2o.ai
4.3","Mountain View, CA","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
160,Senior Scientist - Bioanalytical,-1,Job Description,4.1,"Apellis Pharmaceuticals
4.1","Waltham, MA","Waltham, MA",201 to 500 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
161,Data Engineer,Employer Provided Salary:$120K-$145K,Job Description,5,"Gridiron IT
5.0","Tampa, FL","Reston, VA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
162,Data Engineer,$80K-$120K (Glassdoor est.),Job Description,4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom"
163,Data Engineer,-1,Job Description,4,"Hygiena
4.0","Camarillo, CA","Camarillo, CA",201 to 500 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Ecolab, Eurofin Private Investment Office"
164,Sr. Data Scientist,$80K-$130K (Glassdoor est.),Job Description,3.7,"Evolve Vacation Rental
3.7","Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1
165,"Scientist, Biomarker Science",-1,Job Description,5,"Alector
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
166,Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
167,Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),Job Description,4.3,"Maximus Real Estate Partners
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group"
168,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
169,Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
170,Data Engineer,$60K-$114K (Glassdoor est.),Job Description,3.9,"AVANADE
3.9","Washington, DC","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte"
171,Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),Job Description,4.3,"h2o.ai
4.3","Chicago, IL","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
172,Lead Data Scientist,$75K-$125K (Glassdoor est.),Job Description,3.8,"PatientPoint
3.8","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing"
173,Data Analyst II,-1,Job Description,4.1,"Insight Enterprises, Inc.
4.1","Plano, TX","Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International"
174,MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),Job Description,3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN","Chattanooga, TN",5001 to 10000 employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
175,Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
176,Senior Analytical Scientist,-1,Job Description,5,"Alector
5.0","Milpitas, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
177,Senior Data Analyst,$44K-$78K (Glassdoor est.),Job Description,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1
